ID	SEX	BIRTH	DOD	REMOVE DATE	DAM	SIRE	BEHAVIORAL MOM	CS STATUS	GROUP AT BIRTH	CS BIRTH SEASON	Comments
I04Z75	m	03/12/2003		13/02/2004			Z75	Remove	CC	2004	
I0419L	f	04/12/2003		12/03/2004			19L	Remove	BB	2004	
I0476D	m	06/12/2003	17/03/2004				76D	Dead	R	2004	
I0411C	f	06/12/2003		03/02/2004			11C	Remove	BB	2004	
I0493A	f	06/12/2003		09/03/2004			93A	Remove	BB	2004	
I0498C	m	07/12/2003		11/03/2004			98C	Remove	CC	2004	
I04K81	m	09/12/2003	31/12/2004				K81	Dead	R	2004	
I04O33	f	09/12/2003	31/12/2004				O33	Dead	R	2004	
07Z	m	14/12/2003		09/03/2005	V05		V05	Remove	KK	2004	
I04N86	f	15/12/2003	31/12/2004				N86	Dead	HH	2004	
I0437B	f	16/12/2003		03/02/2004			37B	Remove	BB	2004	
I0453B	f	19/12/2003		26/02/2004			53B	Remove	CC	2004	
I0489H	m	25/12/2003		06/02/2004			89H	Remove	BB	2004	
i0469F	m	01/01/2004		25/02/2004			69F	Remove	BB	2004	
i04O30	f	02/01/2004		21/01/2004			O30	Remove	CC	2004	
i04J01	m	08/01/2004	30/01/2004				J01	Dead	BB	2004	
i0447L	f	12/01/2004	26/01/2004				47L	Dead	F	2004	
i04V80	f	12/01/2004	31/12/2004				V80	Dead	HH	2004	
i0495B	f	13/01/2004		26/02/2004			95B	Remove	BB	2004	
i04Z14	m	29/01/2004	17/06/2004				Z14	Dead	F	2004	
I04X33	u	11/02/2004		26/02/2004			X33	Remove	BB	2004	
i0410C	u	01/03/2004	17/03/2004				10C	Dead	R	2004	
i0429I	m	07/03/2004	03/11/2004				29I	Dead	R	2004	
06T	f	25/10/2002		14/02/2006	39F	Z71	39F	Remove	R	2003	
52T	f	30/10/2002		07/03/2006	74H	Z71	74H	Remove	R	2003	
39T	f	10/11/2002	16/04/2008		91K	Z71	91K	Dead	R	2003	
41T	m	28/11/2002		23/07/2007	H02	Z71	H02	Remove	R	2003	
02T	f	01/01/2003	17/08/2010		N40	Z71	N40	Dead	R	2003	
63T	f	15/12/2002		07/02/2005	Z82	Z46	Z82	Remove	S	2003	
18T	m	23/01/2003		07/02/2005	H64	Z46	H64	Remove	S	2003	
82S	f	17/11/2002		09/02/2005	V36	Z10	V36	Remove	F	2003	
72S	f	12/12/2002		14/02/2005	67G	Z10	67G	Remove	F	2003	
52S	f	23/12/2002		07/02/2005	N12	Z10	N12	Remove	F	2003	
49T	f	27/02/2003		07/02/2005	55H	Z10	55H	Remove	F	2003	
21T	m	27/10/2002		02/02/2005	30F	Z01	30F	Remove	S	2003	
83T	m	15/11/2002		07/02/2005	42A	Z01	42A	Remove	S	2003	
88S	m	20/11/2002		02/02/2005	T83	Z01	T83	Remove	S	2003	
83S	f	13/11/2002		28/02/2005	56A	X80	56A	Remove	F	2003	
71T	m	30/11/2002		21/01/2010	19A	X61	19A	Remove	KK	2003	
14T	f	08/12/2002		14/02/2005	L84	X61	L84	Remove	KK	2003	
34T	f	29/11/2002		09/02/2006	74B	X48	74B	Remove	R	2003	
61T	m	03/12/2002	03/10/2008		S37	V83	S37	Dead	S	2003	
73T	f	22/01/2003		14/02/2005	T84	V83	T84	Remove	S	2003	
62T	f	19/02/2003		02/02/2005	Z99	V83	Z99	Remove	S	2003	
64T	f	11/04/2003		14/02/2005	N16	V83	N16	Remove	S	2003	
93S	f	04/11/2002	17/05/2004		55A	T82	55A	Dead	HH	2003	
80S	f	12/11/2002			73C	T53	73C	IN CS	HH	2003	
94S	f	17/11/2002			66I	T53	66I	IN CS	HH	2003	
77S	f	18/01/2003			76H	T53	76H	IN CS	HH	2003	
19T	m	04/11/2002			V05	S76	V05	IN CS	KK	2003	
78S	m	14/12/2002	31/12/2004		45F	S76	45F	Dead	KK	2003	
01T	f	20/11/2002		02/02/2006	V60	S47	V60	Remove	R	2003	
17T	m	28/11/2002	30/04/2012		76D	S47	76D	Dead	R	2003	
05T	f	19/12/2002		14/02/2006	02A	S47	02A	Remove	R	2003	
92S	m	23/12/2002		09/02/2010	32A	S47	32A	Remove	R	2003	
96S	m	17/11/2002	04/12/2008		59F	O15	59F	Dead	R	2003	
66T	f	15/12/2002		02/02/2006	11L	O15	11L	Remove	R	2003	
89S	m	16/12/2002	30/01/2010		X37	O15	X37	Dead	R	2003	
07T	m	06/01/2003	07/07/2011		77D	O15	77D	Dead	R	2003	
23T	m	29/11/2002	21/10/2010		67C	L83	67C	Dead	R	2003	
42T	m	28/12/2002			K28	L83	K28	IN CS	R	2003	
63S	m	11/12/2002		14/02/2005	24B	K42	24B	Remove	F	2003	
09T	f	22/11/2002		28/02/2006	87F	J88	87F	Remove	R	2003	
43T	m	07/11/2002	26/08/2008		X34	J21	X34	Dead	R	2003	
56T	m	09/11/2002	03/03/2004		91A	88C	91A	Dead	R	2003	
95S	f	25/11/2002		03/02/2010	O96	88C	O96	Remove	R	2003	
25T	f	28/11/2002		14/02/2006	54B	88C	54B	Remove	R	2003	
67T	f	04/12/2002		02/03/2006		88C	S96	Remove	R	2003	
44T	m	29/12/2002			95A	88C	95A	IN CS	R	2003	
43S	f	31/10/2002	23/02/2003		67F	86D	67F	Dead	V	2003	
74S	f	05/01/2003	17/09/2013		78A	86D	78A	Dead	F	2003	
28T	m	30/01/2003		10/02/2005	57H	86D	57H	Remove	F	2003	
85S	f	13/12/2002		09/02/2010	43J	02F	43J	Remove	F	2003	
76T	f	29/10/2002		09/02/2005	Z15	85B	Z15	Remove	F	2003	
48T	f	31/10/2002		09/02/2005	64D	85B	64D	Remove	F	2003	
65S	f	14/11/2002		10/02/2005	X17	85B	X17	Remove	F	2003	
54S	f	14/01/2003		09/02/2005	K00	85B	K00	Remove	F	2003	
04T	m	04/11/2002			96G	80B	96G	IN CS	R	2003	
22T	f	09/11/2002		02/02/2006	76I	80B	76I	Remove	R	2003	
40T	f	09/11/2002	05/10/2009		K81	80B	K81	Dead	R	2003	
33T	m	07/12/2002	27/01/2017		89K	80B	89K	IN CS	R	2003	
98S	f	11/12/2002	05/11/2005		61K	80B	61K	Dead	R	2003	
97S	m	23/12/2002	28/03/2006		03H	80B	03H	Dead	R	2003	
50T	m	27/12/2002		19/08/2009	07L	80B	07L	Remove	R	2003	
86S	f	16/01/2003		02/02/2006	50K	80B	50K	Remove	R	2003	
10T	f	25/10/2002		01/02/2005	19J	79F	19J	Remove	HH	2003	
75T	m	20/11/2002	17/03/2010		V80	79F	V80	Dead	HH	2003	
31T	f	25/10/2002		22/02/2005	20F	78B	20F	Remove	F	2003	
29T	f	11/12/2002		07/02/2005	H74	78B	H74	Remove	F	2003	
35T	m	09/03/2003		02/02/2005	28J	72H	28J	Remove	F	2003	
54T	f	07/12/2002		10/02/2005	Z51	70D	Z51	Remove	KK	2003	
64S	m	26/10/2002			59A	70C	59A	IN CS	F	2003	
74T	f	26/11/2002	26/03/2014		07A	70C	07A	Dead	KK	2003	
76S	f	14/01/2003	31/12/2004		O55	70C	O55	Dead	KK	2003	
20T	m	23/01/2003		07/02/2005	65A	70C	65A	Remove	KK	2003	
75S	m	18/11/2002		22/02/2005	71J	66F	71J	Remove	F	2003	
78T	f	10/12/2002			14I	66F	14I	IN CS	F	2003	
60S	m	01/12/2002	21/04/2004		73B	65F	73B	Dead	F	2003	
71S	f	04/12/2002		14/02/2005	V37	65F	V37	Remove	F	2003	
53S	m	12/12/2002		07/02/2005	82A	65F	82A	Remove	F	2003	
79T	m	28/12/2002		02/02/2005	21K	65F	21K	Remove	F	2003	
13T	f	25/01/2003		09/02/2005	Z14	65F	Z14	Remove	F	2003	
49S	f	05/03/2003		10/02/2005	K04	65F	K04	Remove	F	2003	
47T	f	02/11/2002		09/02/2005	J41	61G	J41	Remove	V	2003	
66S	m	22/11/2002		09/02/2005	39B	61G	39B	Remove	F	2003	
70S	m	03/12/2002		08/02/2005	00J	61G	00J	Remove	F	2003	
68S	m	24/12/2002		01/02/2005	X97	61G	X97	Remove	F	2003	
27T	f	18/11/2002		14/02/2005	O52	60E	O52	Remove	F	2003	
26T	f	06/12/2002		09/02/2005	V58	60E	V58	Remove	F	2003	
69T	m	10/12/2002		01/02/2005	61J	60E	61J	Remove	F	2003	
69S	m	25/12/2002		03/02/2005	S16	60E	S16	Remove	F	2003	
30T	m	27/12/2002		09/02/2005	62H	60E	62H	Remove	F	2003	
55S	m	30/12/2002		01/02/2005	21C	60E	21C	Remove	F	2003	
59S	m	20/01/2003		10/02/2005	01B	60E	01B	Remove	F	2003	
51S	f	24/11/2002	21/04/2004		J95	53H	J95	Dead	F	2003	
57S	f	24/10/2002		07/02/2005	48B	51A	48B	Remove	F	2003	
46S	f	16/11/2002	17/08/2007		79I	51A	79I	Dead	V	2003	
45T	f	01/12/2002		15/02/2005	15E	51A	15E	Remove	V	2003	
61S	m	17/12/2002		10/02/2005	L66	51A	L66	Remove	V	2003	
38T	f	08/12/2002		14/02/2005	06A	49A	06A	Remove	S	2003	
11T	f	21/12/2002		01/02/2005	X20	49A	X20	Remove	HH	2003	
81S	f	23/11/2002		14/02/2005	86C	44E	86C	Remove	F	2003	
79S	m	05/12/2002		01/02/2005	48J	42F	48J	Remove	KK	2003	
90S	f	10/12/2002	07/10/2008		78C	40C	78C	Dead	HH	2003	
12T	f	22/12/2002	15/03/2010		S70	40C	S70	Dead	HH	2003	
72T	m	27/12/2002	06/04/2015		81B	40C	81B	Dead	HH	2003	
62S	f	07/01/2003			N86	40C	N86	IN CS	HH	2003	
46T	m	23/11/2002		22/02/2005	T03	39C	T03	Remove	V	2003	
48S	f	08/12/2002		04/02/2010	30J	39C	30J	Remove	V	2003	
44S	f	10/12/2002		09/03/2005	L49	39C	L49	Remove	V	2003	
45S	f	14/12/2002		09/02/2005	T98	39C	T98	Remove	V	2003	
42S	m	13/11/2002		10/02/2005	37D	33A	37D	Remove	KK	2003	
80T	m	27/02/2003			J99	33A	J99	IN CS	R	2003	
73S	m	23/11/2002			29B	29F	29B	IN CS	F	2003	
16T	f	22/11/2002	25/12/2004		L19	28E	L19	Dead	R	2003	
37T	f	03/12/2002	12/10/2007		38E	28E	38E	Dead	R	2003	
65T	m	01/11/2002		07/02/2005	46B	28B	46B	Remove	S	2003	
58T	f	28/11/2002		10/03/2005	O35	28B	O35	Remove	S	2003	
60T	m	17/11/2002			10C	25I	10C	IN CS	R	2003	
00T	f	12/12/2002		14/02/2006	30D	25I	30D	Remove	R	2003	
91S	m	01/01/2003		21/01/2010	15C	25I	15C	Remove	R	2003	
99S	f	13/11/2002		10/02/2006	33C	23E	33C	Remove	R	2003	
53T	f	02/12/2002		02/02/2006	47K	23E	47K	Remove	R	2003	
03T	m	03/12/2002		26/01/2010	O33	23E	O33	Remove	R	2003	
51T	f	15/12/2002	28/01/2016		76K	23E	76K	Dead	R	2003	
57T	f	05/11/2002	31/08/2014		81I	21B	81I	Dead	S	2003	
08T	f	19/01/2003		07/02/2006	X28	20B	X28	Remove	R	2003	
70T	f	08/12/2002			J74	19C	J74	IN CS	S	2003	
47S	m	27/10/2002	01/12/2008		78I	12E	78I	Dead	V	2003	
55T	m	28/11/2002		27/01/2010	X83	12E	X83	Remove	R	2003	
59T	f	10/12/2002		23/02/2006	77G	12E	77G	Remove	R	2003	
50S	f	29/10/2002	19/05/2015		Z08	10D	Z08	Dead	F	2003	
58S	m	31/10/2002		02/02/2005	H71	10D	H71	REMOVE	F	2003	
56S	f	13/01/2003		07/02/2005	R59	10D	R59	Remove	F	2003	
82T	m	24/01/2003		07/02/2005	17C	10D	17C	Remove	F	2003	
41S	f	04/11/2002		09/02/2005	81E	08A	81E	Remove	V	2003	
77T	f	12/10/2002		22/02/2005	13H	07D	13H	Remove	V	2003	
84S	f	10/12/2002		03/02/2005	90D	07D	90D	Remove	F	2003	
15T	f	19/12/2002		09/02/2005	42B	07D	42B	Remove	F	2003	
32T	f	21/11/2002		10/02/2006	68C	03G	68C	Remove	R	2003	
24T	f	06/12/2002		14/02/2006	28I	03G	28I	Remove	R	2003	
36T	m	07/01/2003	28/06/2012		Z53	03G	Z53	Dead	R	2003	
68T	f	19/11/2002		14/02/2005	56E	02F	56E	Remove	F	2003	
67S	f	21/11/2002		07/02/2005	X44	02F	X44	Remove	F	2003	
i03R27	f	27/10/2002		03/02/2004			R27	Remove	CC	2003	
i03F38	f	01/11/2002	08/11/2002				F38	Dead	V	2003	
i0389A	m	01/11/2002		27/01/2004			89A	Remove	BB	2003	
i03O30	m	02/11/2002		29/01/2004			O30	Remove	CC	2003	
i0350D	m	03/11/2002		13/02/2004			50D	Remove	CC	2003	
i0313A	m	04/11/2002	31/12/2004				13A	Dead	HH	2003	
i0341C	f	04/11/2002		27/01/2004			41C	Remove	BB	2003	
i0380C	m	04/11/2002		29/01/2004			80C	Remove	CC	2003	
i0382H	f	08/11/2002	14/08/2003				82H	Dead	S	2003	
i0313D	m	08/11/2002		27/01/2004			13D	Remove	BB	2003	
i0336J	m	09/11/2002	18/12/2002				36J	Dead	BB	2003	
i03X67	f	09/11/2002	31/12/2004				X67	Dead	V	2003	
81T	f	09/11/2002	01/03/2005				34B	Dead	KK	2003	
i03V78	m	10/11/2002	31/12/2004				V78	Dead	KK	2003	
i0328H	m	10/11/2002		27/01/2004			28H	Remove	BB	2003	
i0355F	f	10/11/2002		03/03/2004			55F	Remove	CC	2003	
i0346K	f	11/11/2002	20/03/2003				46K	Dead	R	2003	
i0369F	m	11/11/2002		27/01/2004			69F	Remove	BB	2003	
i03K84	f	13/11/2002	05/03/2003				K84	Dead	R	2003	
i0336D	m	15/11/2002	31/12/2004				36D	Dead	S	2003	
i0335F	m	16/11/2002	29/01/2003				35F	Dead	R	2003	
i0329I	f	17/11/2002	31/12/2004				29I	Dead	R	2003	
i03Z75	m	18/11/2002		28/01/2004			Z75	Remove	CC	2003	
i0339A	m	21/11/2002		02/03/2004			39A	Remove	CC	2003	
i0399I	f	24/11/2002	31/12/2004				99I	Dead	F	2003	
i0372F	f	24/11/2002		27/01/2004			72F	Remove	BB	2003	
i0306J	m	25/11/2002	16/04/2003				06J	Dead	R	2003	
i0396K	f	27/11/2002	05/03/2003				96K	Dead	BB	2003	
i0389H	f	27/11/2002		22/01/2004			89H	Remove	BB	2003	
i03C12	f	29/11/2002	16/04/2003				C12	Dead	R	2003	
i0361A	m	29/11/2002	31/12/2004				61A	Dead	F	2003	
i0353B	f	30/11/2002		03/03/2004			53B	Remove	CC	2003	
i03V44	f	01/12/2002	23/12/2002				V44	Dead	R	2003	
i0396A	m	01/12/2002	29/05/2003				96A	Dead	R	2003	
i0311I	m	03/12/2002	05/12/2002				11I	Dead	F	2003	
i0329J	f	03/12/2002	15/01/2003				29J	Dead	V	2003	
i0336B	f	03/12/2002		28/01/2004			36B	Remove	BB	2003	
i0379C	m	04/12/2002	09/01/2003				79C	Dead	F	2003	
i0343F	f	04/12/2002	31/12/2004				43F	Dead	F	2003	
i03L29	f	05/12/2002		22/01/2004			L29	Remove	BB	2003	
i03V99	f	05/12/2002		22/01/2004			V99	Remove	BB	2003	
i0377H	f	05/12/2002		27/01/2004			77H	Remove	BB	2003	
i0398C	f	05/12/2002		03/02/2004			98C	Remove	CC	2003	
i0350F	m	05/12/2002		13/02/2004			50F	Remove	CC	2003	
i03H45	m	06/12/2002	20/06/2003				H45	Dead	R	2003	
I0354D	f	07/12/2002	31/12/2004				54D	Dead	F	2003	
i0337J	m	08/12/2002	18/12/2002				37J	Dead	R	2003	
i03R75	f	08/12/2002	31/12/2004				R75	Dead	KK	2003	
i0332G	f	09/12/2002	31/12/2004				32G	Dead	V	2003	
i03J01	m	15/12/2002	24/03/2003				J01	Dead	BB	2003	
i0350I	m	15/12/2002	31/12/2004				50I	Dead	F	2003	
i0368J	f	15/12/2002	31/12/2004				68J	Dead	F	2003	
i03K79	f	16/12/2002	25/08/2003				K79	Dead	BB	2003	
i0321H	f	16/12/2002	31/12/2004				21H	Dead	KK	2003	
i0374K	f	17/12/2002	10/01/2003				74K	Dead	S	2003	
i0335B	f	23/12/2002	03/01/2003				35B	Dead	R	2003	
i03V72	f	24/12/2002	31/12/2004				V72	Dead	HH	2003	
i0331D	f	24/12/2002		03/02/2004			31D	Remove	BB	2003	
i0327C	f	25/12/2002	20/06/2003				27C	Dead	F	2003	
84T	m	26/12/2002		10/02/2009			13B	Remove	V	2003	
i03R65	u	29/12/2002	30/12/2002				R65	Dead	F	2003	
i03K11	f	01/01/2003	31/12/2004				K11	Dead	F	2003	
i03T86	f	04/01/2003		20/02/2004			T86	Remove	CC	2003	
i0337B	f	05/01/2003		27/01/2004			37B	Remove	BB	2003	
i03X86	m	06/01/2003	09/01/2003				X86	Dead	HH	2003	
i0340A	m	06/01/2003		24/02/2004			40A	Remove	CC	2003	
87S	m	12/01/2003	23/10/2006		28A		28A	Dead	R	2003	
i0382C	m	13/01/2003		22/01/2004			82C	Remove	CC	2003	
i0392D	u	16/01/2003	17/01/2003				92D	Dead	F	2003	
i0364A	f	19/01/2003	31/12/2004				64A	Dead	F	2003	
i03O27	u	22/01/2003	22/01/2003				O27	Dead	BB	2003	
i0311C	f	31/01/2003		13/02/2004			11C	Remove	BB	2003	
i03N37	m	06/02/2003		22/01/2004			N37	Remove	BB	2003	
I0328G	m	12/02/2003	31/12/2004				28G	Dead	F	2003	
i03J91	m	17/02/2003	31/12/2004				J91	Dead	F	2003	
i0393A	m	17/02/2003		27/01/2004			93A	Remove	BB	2003	
i03X33	m	02/03/2003		22/01/2004			X33	Remove	BB	2003	
i03D07	f	11/03/2003	16/04/2003				D07	Dead	R	2003	
39S	f	04/05/2002	13/07/2006		20C	Z90	20C	Dead	V	2002	
90R	m	25/11/2001		27/01/2004		Z88	27C	Remove	F	2002	
15S	f	20/12/2001		21/01/2004	82B	Z88	82B	Remove	CC	2002	
34R	m	23/10/2001		27/01/2004	G68	Z71	G68	Remove	R	2002	
41R	m	01/11/2001		23/01/2004	X28	Z71	X28	Remove	R	2002	
38R	m	24/11/2001		22/01/2004	K84	Z71	K84	Remove	R	2002	
33R	f	26/11/2001		12/02/2004	02A	Z71	02A	Remove	R	2002	
26R	m	27/11/2001		28/01/2004	77G	Z71	77G	Remove	R	2002	
17R	f	06/12/2001		22/01/2004	96A	Z71	96A	Remove	R	2002	
72R	f	26/12/2001		27/01/2004	N40	Z71	N40	Remove	R	2002	
20R	f	08/01/2002		13/02/2009	15C	Z71	15C	Remove	R	2002	
21R	m	05/02/2002		12/02/2004	K28	Z71	K28	Remove	R	2002	
89R	f	24/11/2001		02/03/2004	V78	Z46	V78	Remove	KK	2002	
62R	f	06/01/2002			Z51	Z46	Z51	IN CS	KK	2002	
90P	f	12/11/2001			28G	Z19	28G	IN CS	F	2002	
09S	m	26/11/2001		30/01/2004	56A	Z10	56A	Remove	F	2002	
36S	m	05/12/2001	20/11/2015		Z11	Z10	Z11	Dead	F	2002	
04S	m	27/11/2001		22/01/2004	68C	Z01	68C	Remove	R	2002	
70R	f	30/11/2001		28/01/2004	91A	Z01	91A	Remove	R	2002	
97R	f	04/01/2002			Z99	Z01	Z99	IN CS	S	2002	
23R	f	07/03/2002		23/01/2004	35F	Z01	35F	Remove	R	2002	
96R	m	02/12/2001		05/02/2004	X60	X98	X60	Remove	S	2002	
16R	m	08/12/2001			06A	X98	06A	IN CS	S	2002	
17S	f	30/04/2002		27/01/2004	51D	X98	51D	Remove	BB	2002	
82P	m	31/12/2001		22/01/2004	82A	X81	82A	Remove	F	2002	
01R	f	06/11/2001	01/12/2014		X67	X80	X67	Dead	V	2002	
16S	f	06/11/2001			13A	X61	13A	IN CS	HH	2002	
55R	f	08/11/2001			55A	X61	55A	IN CS	HH	2002	
63R	m	16/11/2001		21/01/2004	37D	X61	37D	Remove	KK	2002	
88R	f	25/12/2001	28/09/2009		21H	X61	21H	Dead	KK	2002	
77R	f	17/11/2001		21/01/2004	73C	X58	73C	Remove	HH	2002	
20S	f	29/11/2001			22H	X58	22H	IN CS	HH	2002	
21S	m	29/01/2002		13/02/2004	L48	X58	L48	Remove	HH	2002	
34S	m	27/12/2001		12/02/2004	46F	X52	46F	Remove	F	2002	
75R	m	06/01/2002		21/01/2004	43I	X48	43I	Remove	F	2002	
91P	m	05/11/2001	01/10/2012		X44	V95	X44	Dead	F	2002	
92P	m	17/11/2001		28/01/2004	X17	V95	X17	Remove	F	2002	
45R	f	16/01/2002	08/09/2009		S37	V83	S37	Dead	S	2002	
02S	m	24/01/2002		04/02/2004	O35	V83	O35	Remove	S	2002	
27R	f	19/11/2001		23/01/2004	S96	V79	S96	Remove	R	2002	
42R	f	06/12/2001		05/02/2004	V60	V79	V60	Remove	R	2002	
93P	f	27/12/2001		22/01/2004	D69	V79	D69	Remove	F	2002	
51R	f	28/12/2001	17/03/2010		T83	V79	T83	Dead	S	2002	
36R	m	29/12/2001	28/03/2003		54B	V79	54B	Dead	R	2002	
78R	m	18/11/2001		23/01/2004	67G	V45	67G	Remove	F	2002	
11S	m	19/12/2001		12/02/2004	79C	V45	79C	Remove	F	2002	
84P	f	15/03/2002		21/01/2004	R59	V45	R59	Remove	F	2002	
06R	m	03/11/2001		24/02/2004	69F	T82	69F	Remove	BB	2002	
03S	f	31/01/2002	19/03/2010		D82	T57	D82	Dead	S	2002	
30S	m	10/05/2002		11/03/2009	14E	T54	14E	Remove	V	2002	
02R	m	14/11/2001	14/02/2014		15E	T53	15E	Dead	V	2002	
78P	m	27/01/2002		28/01/2010	03J	T53	03J	Remove	F	2002	
86R	m	27/01/2002		30/01/2004	17C	T29	17C	Remove	F	2002	
12S	f	26/11/2001		12/02/2004	L19	S47	L19	Remove	R	2002	
29R	f	03/12/2001		23/01/2004	32A	S47	32A	Remove	R	2002	
71R	f	12/12/2001		07/02/2006	H02	S47	H02	Remove	R	2002	
18R	m	09/01/2002		13/02/2004	O96	S47	93I	Remove	R	2002	
85P	f	15/11/2001	22/09/2003		J91	R70	J91	Dead	F	2002	
14S	f	15/03/2002		22/01/2004	89C	R70	89C	Remove	F	2002	
57R	f	27/11/2001		13/02/2004	V72	O34	V72	Remove	HH	2002	
28S	m	10/12/2001	20/01/2004		X86	O34	X86	Dead	HH	2002	
13S	m	01/12/2001		27/01/2004	K00	O23	K00	Remove	F	2002	
35R	f	11/12/2001		03/03/2009	28A	O15	28A	Remove	R	2002	
23S	f	25/12/2001		12/02/2004	67C	O15	67C	Remove	R	2002	
75P	f	13/11/2001		23/01/2004	X97	N60	X97	Remove	F	2002	
80P	f	14/12/2001		12/02/2004	57H	L83	57H	Remove	F	2002	
89P	f	01/01/2002		30/01/2004	H74	L64	H74	Remove	F	2002	
24R	m	08/11/2001		28/01/2004	29I	L34	29I	Remove	R	2002	
28R	f	08/12/2001		23/01/2004	J99	K85	J99	Remove	R	2002	
65R	f	10/12/2001		06/02/2004	43F	K85	43F	Remove	F	2002	
24S	f	05/02/2002		12/02/2004	T95	K85	T95	Remove	R	2002	
08S	m	24/12/2001		09/03/2004	24B	K32	24B	Remove	F	2002	
60R	f	03/12/2001			58H	K14	58H	IN CS	KK	2002	
54R	f	16/12/2001		21/01/2004	45F	K14	45F	Remove	KK	2002	
69R	m	09/11/2001		22/01/2004	71G	J21	71G	Remove	R	2002	
18S	m	01/12/2001	03/03/2003		33C	J21	33C	Dead	R	2002	
19R	m	17/01/2002		22/01/2004	93I	J21	O96	Remove	R	2002	
87P	m	28/10/2001		12/02/2004	V36	I37	V36	Remove	F	2002	
43R	m	10/01/2002	17/09/2008		95A	H90	95A	Dead	R	2002	
59R	m	24/11/2001		23/01/2004	21G	G62	21G	Remove	KK	2002	
66R	f	03/11/2001		21/01/2004	34B	E54	34B	Remove	KK	2002	
37S	m	25/12/2001		30/01/2004	X87	D71	X87	Remove	F	2002	
88P	f	07/12/2001		21/01/2004	64A	91B	64A	Remove	F	2002	
12R	m	29/10/2001		02/03/2004	13D	90B	13D	Remove	BB	2002	
15R	f	04/12/2001		28/01/2004	Z75	90B	Z75	Remove	CC	2002	
95P	m	26/11/2001	09/09/2009		32G	85E	32G	Dead	V	2002	
81P	m	12/11/2001		21/01/2004	54D	85B	54D	Remove	F	2002	
26S	m	24/12/2001		30/01/2004	N12	85B	N12	Remove	F	2002	
74P	f	17/01/2002		23/01/2004	21C	85B	21C	Remove	F	2002	
05S	f	29/10/2001		12/02/2004	30D	80B	30D	Remove	R	2002	
76R	m	15/03/2002		22/01/2004	N86	79F	N86	Remove	HH	2002	
91R	f	15/03/2002		22/01/2004	78C	79F	78C	Remove	HH	2002	
19S	m	23/11/2001		28/01/2004	74B	79B	74B	Remove	R	2002	
31S	m	05/12/2001			03H	79B	03H	IN CS	R	2002	
40R	f	17/12/2001		12/03/2004	Z53	79B	Z53	Remove	R	2002	
76P	f	31/12/2001		05/02/2004	K11	79B	K11	Remove	F	2002	
35S	f	20/01/2002		04/02/2004	J92	79B	J92	Remove	F	2002	
07S	f	03/11/2001		21/01/2004	03B	70C	03B	Remove	KK	2002	
52R	f	03/11/2001		21/01/2004	19A	70C	19A	Remove	KK	2002	
53R	m	20/11/2001		21/01/2004	O55	70C	O55	Remove	KK	2002	
64R	f	07/03/2002		23/02/2010	53E	70C	53E	Remove	KK	2002	
09R	m	05/12/2001		27/01/2004	33H	66D	33H	Remove	CC	2002	
10S	f	26/11/2001	02/08/2012		61A	65F	61A	Dead	F	2002	
30R	m	03/12/2001	15/03/2003		V37	65F	V37	Dead	F	2002	
83R	f	23/01/2002		22/01/2004	62H	65F	62H	Remove	F	2002	
79P	m	05/02/2002		12/02/2004	39B	65F	39B	Remove	F	2002	
74R	m	28/12/2001		30/01/2004	44J	61G	44J	Remove	F	2002	
05R	f	23/10/2001		03/03/2004	50D	61D	50D	Remove	CC	2002	
13R	f	08/11/2001		03/02/2004	36B	61D	36B	Remove	BB	2002	
82R	f	22/12/2001		02/03/2004	82C	61D	82C	Remove	CC	2002	
98R	m	12/11/2001		06/02/2004		61B	72F	Remove	BB	2002	
33S	m	27/11/2001		03/02/2004	X33	61B	X33	Remove	BB	2002	
11R	f	20/01/2002		30/01/2004	95B	61B	95B	Remove	BB	2002	
97P	m	25/11/2001		05/02/2004	T03	60D	T03	Remove	V	2002	
06S	f	06/12/2001		29/01/2004	K79	57D	K79	Remove	BB	2002	
29S	m	11/12/2001		03/02/2004	35I	57D	35I	Remove	BB	2002	
49R	f	28/10/2001		25/02/2004	53B	56F	53B	Remove	CC	2002	
47R	f	03/11/2001		27/01/2004	55F	56F	55F	Remove	CC	2002	
99R	f	13/11/2001		20/02/2004	41C	56F	41C	Remove	BB	2002	
48R	f	09/12/2001		30/01/2004	50F	56F	50F	Remove	CC	2002	
81R	m	05/01/2002		03/02/2004	J01	56F	J01	Remove	BB	2002	
77P	m	28/11/2001		21/01/2004	V58	51A	V58	Remove	F	2002	
27S	m	08/12/2001		29/01/2004	L29	51A	L29	Remove	BB	2002	
25R	m	09/12/2001			V44	51A	V44	IN CS	R	2002	
94R	f	08/11/2001		30/01/2004	H64	50B	H64	Remove	S	2002	
32S	f	12/11/2001			V65	45A	V65	IN CS	F	2002	
61R	m	15/12/2001			07A	45A	07A	IN CS	KK	2002	
25S	m	09/01/2002		03/02/2004	O27	45A	O27	Remove	BB	2002	
38S	f	21/11/2001		02/03/2004	O52	43A	O52	Remove	F	2002	
56R	f	04/12/2001			V80	43A	V80	IN CS	HH	2002	
07R	m	15/12/2001		21/01/2004	65A	43A	65A	Remove	KK	2002	
94P	m	21/12/2001		27/01/2004	S16	43A	S16	Remove	F	2002	
58R	m	10/01/2002	04/05/2011		02G	42F	02G	Dead	KK	2002	
99P	f	16/12/2001	30/10/2003		74E	40C	74E	Dead	V	2002	
