ID	YEAR	IDyear	GROUP	SEX	RANK	ORD_RANK	%DOMINATED
0G9	2016	0G92016	F	M	34	M	51.42857143
1J2	2016	1J22016	F	M	35	M	50
5J5	2016	5J52016	F	M	36	L	48.57142857
2I0	2016	2I02016	F	M	37	L	47.14285714
91O	2016	91O2016	F	M	38	L	45.71428571
96Z	2016	96Z2016	F	M	39	L	44.28571429
5J4	2016	5J42016	F	M	40	L	42.85714286
6J2	2016	6J22016	F	M	41	L	41.42857143
6I7	2016	6I72016	F	M	42	L	40
5G7	2016	5G72016	F	M	43	L	38.57142857
8H0	2016	8H02016	F	M	44	L	37.14285714
8A9	2016	8A92016	F	M	45	L	35.71428571
5E4	2016	5E42016	F	M	46	L	34.28571429
1G9	2016	1G92016	F	M	47	L	32.85714286
1H9	2016	1H92016	F	M	48	L	31.42857143
6C9	2016	6C92016	F	M	49	L	30
8C9	2016	8C92016	F	M	50	L	28.57142857
7D7	2016	7D72016	F	M	51	L	27.14285714
6E5	2016	6E52016	F	M	52	L	25.71428571
2C9	2016	2C92016	F	M	53	L	24.28571429
9D7	2016	9D72016	F	M	54	L	22.85714286
0E0	2016	0E02016	F	M	55	L	21.42857143
7G1	2016	7G12016	F	M	56	L	20
9E3	2016	9E32016	F	M	57	L	18.57142857
3B9	2016	3B92016	F	M	58	L	17.14285714
94Z	2016	94Z2016	F	M	59	L	15.71428571
61D	2016	61D2016	F	M	60	L	14.28571429
8J3	2016	8J32016	F	M	61	L	12.85714286
6B2	2016	6B22016	F	M	62	L	11.42857143
3E2	2016	3E22016	F	M	63	L	10
3J2	2016	3J22016	F	M	64	L	8.571428571
93R	2016	93R2016	F	M	65	L	7.142857143
8A7	2016	8A72016	F	M	66	L	5.714285714
4G6	2016	4G62016	F	M	67	L	4.285714286
2I2	2016	2I22016	F	M	68	L	2.857142857
IJ2	2016	IJ22016	F	M	69	L	1.428571429
30C	2016	30C2016	F	M	70	L	0
14E	2016	14E2016	V	F	1	H	100
0M4	2016	0M42016	V	F	2	H	95.55555556
2E4	2016	2E42016	V	F	3	H	93.33333333
1K1	2016	1K12016	V	F	4	H	91.11111111
0F0	2016	0F02016	V	F	5	H	88.88888889
5C6	2016	5C62016	V	F	6	H	86.66666667
9C1	2016	9C12016	V	F	7	H	84.44444444
00V	2016	00V2016	V	F	8	H	82.22222222
2G4	2016	2G42016	V	F	9	H	80
53Z	2016	53Z2016	V	F	10	M	77.77777778
1G1	2016	1G12016	V	F	11	M	75.55555556
15E	2016	15E2016	V	F	12	M	73.33333333
0K0	2016	0K02016	V	F	13	M	71.11111111
78I	2016	78I2016	V	F	14	M	68.88888889
5E8	2016	5E82016	V	F	15	M	66.66666667
7C4	2016	7C42016	V	F	16	M	64.44444444
52Z	2016	52Z2016	V	F	17	M	62.22222222
2I3	2016	2I32016	V	F	18	M	60
1G6	2016	1G62016	V	F	19	M	57.77777778
13H	2016	13H2016	V	F	20	M	55.55555556
1I7	2016	1I72016	V	F	21	M	53.33333333
7K8	2016	7K82016	V	F	22	M	51.11111111
9E8	2016	9E82016	V	F	23	L	48.88888889
93T	2016	93T2016	V	F	24	L	46.66666667
45Z	2016	45Z2016	V	F	25	L	44.44444444
90T	2016	90T2016	V	F	26	L	42.22222222
4J4	2016	4J42016	V	F	27	L	40
2G2	2016	2G22016	V	F	28	L	37.77777778
47Z	2016	47Z2016	V	F	29	L	35.55555556
2G3	2016	2G32016	V	F	30	L	33.33333333
4C9	2016	4C92016	V	F	31	L	31.11111111
1G0	2016	1G02016	V	F	32	L	28.88888889
1I5	2016	1I52016	V	F	33	L	26.66666667
1K2	2016	1K22016	V	F	34	L	24.44444444
1B0	2016	1B02016	V	F	35	L	22.22222222
3H0	2016	3H02016	V	F	36	L	20
T03	2016	T032016	V	F	37	L	17.77777778
4C5	2016	4C52016	V	F	38	L	15.55555556
5L8	2016	5L82016	V	F	39	L	13.33333333
3D9	2016	3D92016	V	F	40	L	11.11111111
98J	2016	98J2016	V	F	41	L	8.888888889
85T	2016	85T2016	V	F	42	L	6.666666667
1G4	2016	1G42016	V	F	43	L	4.444444444
51Z	2016	51Z2016	V	F	44	L	2.222222222
1I6	2016	1I62016	V	F	45	L	0
51A	2016	51A2016	V	M	1	H	100
2K4	2016	2K42016	V	M	2	H	97.43589744
98K	2016	98K2016	V	M	3	H	96.15384615
12E	2016	12E2016	V	M	4	H	94.87179487
61R	2016	61R2016	V	M	5	H	93.58974359
30Z	2016	30Z2016	V	M	6	H	92.30769231
73V	2016	73V2016	V	M	7	H	91.02564103
0D3	2016	0D32016	V	M	8	H	89.74358974
2K6	2016	2K62016	V	M	9	H	88.46153846
2K3	2016	2K32016	V	M	10	H	87.17948718
18I	2016	18I2016	V	M	11	H	85.8974359
18T	2016	18T2016	V	M	12	H	84.61538462
12O	2016	12O2016	V	M	13	H	83.33333333
77I	2016	77I2016	V	M	14	H	82.05128205
31I	2016	31I2016	V	M	15	H	80.76923077
2K5	2016	2K52016	V	M	16	M	79.48717949
0M1	2016	0M12016	V	M	17	M	78.20512821
81O	2016	81O2016	V	M	18	M	76.92307692
33T	2016	33T2016	V	M	19	M	75.64102564
50P	2016	50P2016	V	M	20	M	74.35897436
61D	2016	61D2016	V	M	21	M	73.07692308
25R	2016	25R2016	V	M	22	M	71.79487179
1F9	2016	1F92016	V	M	23	M	70.51282051
32Z	2016	32Z2016	V	M	24	M	69.23076923
3J7	2016	3J72016	V	M	25	M	67.94871795
37N	2016	37N2016	V	M	26	M	66.66666667
2K0	2016	2K02016	V	M	27	M	65.38461538
4E2	2016	4E22016	V	M	28	M	64.1025641
60E	2016	60E2016	V	M	29	M	62.82051282
5K8	2016	5K82016	V	M	30	M	61.53846154
0I9	2016	0I92016	V	M	31	M	60.25641026
6B8	2016	6B82016	V	M	32	M	58.97435897
5E6	2016	5E62016	V	M	33	M	57.69230769
06O	2016	06O2016	V	M	34	M	56.41025641
5I3	2016	5I32016	V	M	35	M	55.12820513
2H6	2016	2H62016	V	M	36	M	53.84615385
2F8	2016	2F82016	V	M	37	M	52.56410256
78I	2016	78I2016	V	M	38	M	51.28205128
7D2	2016	7D22016	V	M	39	M	50
30O	2016	30O2016	V	M	40	L	48.71794872
9D7	2016	9D72016	V	M	41	L	47.43589744
1B1	2016	1B12016	V	M	42	L	46.15384615
3B9	2016	3B92016	V	M	43	L	44.87179487
0G1	2016	0G12016	V	M	44	L	43.58974359
80T	2016	80T2016	V	M	45	L	42.30769231
19T	2016	19T2016	V	M	46	L	41.02564103
4G8	2016	4G82016	V	M	47	L	39.74358974
3I6	2016	3I62016	V	M	48	L	38.46153846
0J4	2016	0J42016	V	M	49	L	37.17948718
3I9	2016	3I92016	V	M	50	L	35.8974359
4K7	2016	4K72016	V	M	51	L	34.61538462
1A6	2016	1A62016	V	M	52	L	33.33333333
0E3	2016	0E32016	V	M	53	L	32.05128205
7A2	2016	7A22016	V	M	54	L	30.76923077
8A7	2016	8A72016	V	M	55	L	29.48717949
73S	2016	73S2016	V	M	56	L	28.20512821
7F5	2016	7F52016	V	M	57	L	26.92307692
4C3	2016	4C32016	V	M	58	L	25.64102564
8C9	2016	8C92016	V	M	59	L	24.35897436
04T	2016	04T2016	V	M	60	L	23.07692308
1F2	2016	1F22016	V	M	61	L	21.79487179
5J1	2016	5J12016	V	M	62	L	20.51282051
36V	2016	36V2016	V	M	63	L	19.23076923
17K	2016	17K2016	V	M	64	L	17.94871795
9E3	2016	9E32016	V	M	65	L	16.66666667
2I0	2016	2I02016	V	M	66	L	15.38461538
9I9	2016	9I92016	V	M	67	L	14.1025641
2C9	2016	2C92016	V	M	68	L	12.82051282
3I5	2016	3I52016	V	M	69	L	11.53846154
8D3	2016	8D32016	V	M	70	L	10.25641026
8D8	2016	8D82016	V	M	71	L	8.974358974
5B0	2016	5B02016	V	M	72	L	7.692307692
4D3	2016	4D32016	V	M	73	L	6.41025641
28B	2016	28B2016	V	M	74	L	5.128205128
8D2	2016	8D22016	V	M	75	L	3.846153846
5I5	2016	5I52016	V	M	76	L	2.564102564
7G1	2016	7G12016	V	M	77	L	1.282051282
8A9	2016	8A92016	V	M	78	L	0
69O	2016	69O2016	R	F	1	H	100
2C8	2016	2C82016	R	F	2	H	97.14285714
2F0	2016	2F02016	R	F	3	H	95.71428571
4H0	2016	4H02016	R	F	4	H	94.28571429
4B2	2016	4B22016	R	F	5	H	92.85714286
9J5	2016	9J52016	R	F	6	H	91.42857143
14Z	2016	14Z2016	R	F	7	H	90
8F0	2016	8F02016	R	F	8	H	88.57142857
1E7	2016	1E72016	R	F	9	H	87.14285714
4I1	2016	4I12016	R	F	10	H	85.71428571
X91	2016	X912016	R	F	11	H	84.28571429
3B1	2016	3B12016	R	F	12	H	82.85714286
2J5	2016	2J52016	R	F	13	H	81.42857143
54N	2016	54N2016	R	F	14	H	80
1E6	2016	1E62016	R	F	15	M	78.57142857
28I	2016	28I2016	R	F	16	M	77.14285714
4A0	2016	4A02016	R	F	17	M	75.71428571
4H1	2016	4H12016	R	F	18	M	74.28571429
4I4	2016	4I42016	R	F	19	M	72.85714286
4A5	2016	4A52016	R	F	20	M	71.42857143
3H4	2016	3H42016	R	F	21	M	70
87F	2016	87F2016	R	F	22	M	68.57142857
7A8	2016	7A82016	R	F	23	M	67.14285714
93I	2016	93I2016	R	F	24	M	65.71428571
0B5	2016	0B52016	R	F	25	M	64.28571429
4E0	2016	4E02016	R	F	26	M	62.85714286
89K	2016	89K2016	R	F	27	M	61.42857143
3F4	2016	3F42016	R	F	28	M	60
6D8	2016	6D82016	R	F	29	M	58.57142857
09Z	2016	09Z2016	R	F	30	M	57.14285714
0F6	2016	0F62016	R	F	31	M	55.71428571
0E2	2016	0E22016	R	F	32	M	54.28571429
0E1	2016	0E12016	R	F	33	M	52.85714286
7A6	2016	7A62016	R	F	34	M	51.42857143
77V	2016	77V2016	R	F	35	M	50
4F8	2016	4F82016	R	F	36	L	48.57142857
37P	2016	37P2016	R	F	37	L	47.14285714
6B0	2016	6B02016	R	F	38	L	45.71428571
7F7	2016	7F72016	R	F	39	L	44.28571429
4D5	2016	4D52016	R	F	40	L	42.85714286
51T	2016	51T2016	R	F	41	L	41.42857143
33V	2016	33V2016	R	F	42	L	40
2G8	2016	2G82016	R	F	43	L	38.57142857
95V	2016	95V2016	R	F	44	L	37.14285714
3H6	2016	3H62016	R	F	45	L	35.71428571
85V	2016	85V2016	R	F	46	L	34.28571429
31V	2016	31V2016	R	F	47	L	32.85714286
5F7	2016	5F72016	R	F	48	L	31.42857143
91V	2016	91V2016	R	F	49	L	30
3A7	2016	3A72016	R	F	50	L	28.57142857
1F4	2016	1F42016	R	F	51	L	27.14285714
X83	2016	X832016	R	F	52	L	25.71428571
60V	2016	60V2016	R	F	53	L	24.28571429
99Z	2016	99Z2016	R	F	54	L	22.85714286
8A3	2016	8A32016	R	F	55	L	21.42857143
3J3	2016	3J32016	R	F	56	L	20
0B4	2016	0B42016	R	F	57	L	18.57142857
16Z	2016	16Z2016	R	F	58	L	17.14285714
7F2	2016	7F22016	R	F	59	L	15.71428571
76L	2016	76L2016	R	F	60	L	14.28571429
3J5	2016	3J52016	R	F	61	L	12.85714286
26V	2016	26V2016	R	F	62	L	11.42857143
48N	2016	48N2016	R	F	63	L	10
8A5	2016	8A52016	R	F	64	L	8.571428571
4I5	2016	4I52016	R	F	65	L	7.142857143
5C4	2016	5C42016	R	F	66	L	5.714285714
4F5	2016	4F52016	R	F	67	L	4.285714286
6A4	2016	6A42016	R	F	68	L	2.857142857
3F8	2016	3F82016	R	F	69	L	1.428571429
7C8	2016	7C82016	R	F	70	L	0
84E	2016	84E2016	R	M	1	H	100
3I5	2016	3I52016	R	M	2	H	96.72131148
0J0	2016	0J02016	R	M	3	H	95.08196721
8C3	2016	8C32016	R	M	4	H	93.44262295
6C6	2016	6C62016	R	M	5	H	91.80327869
9F9	2016	9F92016	R	M	6	H	90.16393443
3I3	2016	3I32016	R	M	7	H	88.52459016
3I2	2016	3I22016	R	M	8	H	86.8852459
01K	2016	01K2016	R	M	9	H	85.24590164
0G8	2016	0G82016	R	M	10	H	83.60655738
7B2	2016	7B22016	R	M	11	H	81.96721311
5G2	2016	5G22016	R	M	12	H	80.32786885
9J3	2016	9J32016	R	M	13	M	78.68852459
46N	2016	46N2016	R	M	14	M	77.04918033
0J8	2016	0J82016	R	M	15	M	75.40983607
6I2	2016	6I22016	R	M	16	M	73.7704918
25L	2016	25L2016	R	M	17	M	72.13114754
7H9	2016	7H92016	R	M	18	M	70.49180328
31S	2016	31S2016	R	M	19	M	68.85245902
88T	2016	88T2016	R	M	20	M	67.21311475
6E6	2016	6E62016	R	M	21	M	65.57377049
17L	2016	17L2016	R	M	22	M	63.93442623
49L	2016	49L2016	R	M	23	M	62.29508197
22R	2016	22R2016	R	M	24	M	60.6557377
93R	2016	93R2016	R	M	25	M	59.01639344
8D6	2016	8D62016	R	M	26	M	57.37704918
5I0	2016	5I02016	R	M	27	M	55.73770492
4C3	2016	4C32016	R	M	28	M	54.09836066
9D7	2016	9D72016	R	M	29	M	52.45901639
5D1	2016	5D12016	R	M	30	M	50.81967213
4H2	2016	4H22016	R	M	31	L	49.18032787
1D5	2016	1D52016	R	M	32	L	47.54098361
04I	2016	04I2016	R	M	33	L	45.90163934
6H9	2016	6H92016	R	M	34	L	44.26229508
1E5	2016	1E52016	R	M	35	L	42.62295082
39L	2016	39L2016	R	M	36	L	40.98360656
7B3	2016	7B32016	R	M	37	L	39.3442623
8D2	2016	8D22016	R	M	38	L	37.70491803
9E6	2016	9E62016	R	M	39	L	36.06557377
7J0	2016	7J02016	R	M	40	L	34.42622951
5B2	2016	5B22016	R	M	41	L	32.78688525
8H2	2016	8H22016	R	M	42	L	31.14754098
8B5	2016	8B52016	R	M	43	L	29.50819672
94H	2016	94H2016	R	M	44	L	27.86885246
0J1	2016	0J12016	R	M	45	L	26.2295082
4J2	2016	4J22016	R	M	46	L	24.59016393
84J	2016	84J2016	R	M	47	L	22.95081967
4I8	2016	4I82016	R	M	48	L	21.31147541
44T	2016	44T2016	R	M	49	L	19.67213115
8CE	2016	8CE2016	R	M	50	L	18.03278689
0H8	2016	0H82016	R	M	51	L	16.39344262
2J9	2016	2J92016	R	M	52	L	14.75409836
5E1	2016	5E12016	R	M	53	L	13.1147541
6I1	2016	6I12016	R	M	54	L	11.47540984
60E	2016	60E2016	R	M	55	L	9.836065574
0E8	2016	0E82016	R	M	56	L	8.196721311
73V	2016	73V2016	R	M	57	L	6.557377049
5E4	2016	5E42016	R	M	58	L	4.918032787
1C2	2016	1C22016	R	M	59	L	3.278688525
0G9	2016	0G92016	R	M	60	L	1.639344262
17K	2016	17K2016	R	M	61	L	0
43F	2017	43F2017	F	F	1	H	100
0G5	2017	0G52017	F	F	2	H	97.26027397
5C0	2017	5C02017	F	F	3	H	95.89041096
43J	2017	43J2017	F	F	4	H	94.52054795
4C1	2017	4C12017	F	F	5	H	93.15068493
9D8	2017	9D82017	F	F	6	H	91.78082192
82A	2017	82A2017	F	F	7	H	90.4109589
6C0	2017	6C02017	F	F	8	H	89.04109589
98T	2017	98T2017	F	F	9	H	87.67123288
2L8	2017	2L82017	F	F	10	H	86.30136986
3E2	2017	3E22017	F	F	11	H	84.93150685
8J6	2017	8J62017	F	F	12	H	83.56164384
04N	2017	04N2017	F	F	13	H	82.19178082
0A4	2017	0A42017	F	F	14	H	80.82191781
92D	2017	92D2017	F	F	15	M	79.45205479
0I6	2017	0I62017	F	F	16	M	78.08219178
5K3	2017	5K32017	F	F	17	M	76.71232877
64P	2017	64P2017	F	F	18	M	75.34246575
2J8	2017	2J82017	F	F	19	M	73.97260274
59A	2017	59A2017	F	F	20	M	72.60273973
8J8	2017	8J82017	F	F	21	M	71.23287671
7C0	2017	7C02017	F	F	22	M	69.8630137
5K7	2017	5K72017	F	F	23	M	68.49315068
0I5	2017	0I52017	F	F	24	M	67.12328767
8B0	2017	8B02017	F	F	25	M	65.75342466
2A8	2017	2A82017	F	F	26	M	64.38356164
7D8	2017	7D82017	F	F	27	M	63.01369863
82L	2017	82L2017	F	F	28	M	61.64383562
00O	2017	00O2017	F	F	29	M	60.2739726
79Z	2017	79Z2017	F	F	30	M	58.90410959
0K7	2017	0K72017	F	F	31	M	57.53424658
50I	2017	50I2017	F	F	32	M	56.16438356
9H7	2017	9H72017	F	F	33	M	54.79452055
40L	2017	40L2017	F	F	34	M	53.42465753
1L4	2017	1L42017	F	F	35	M	52.05479452
2A7	2017	2A72017	F	F	36	M	50.68493151
55V	2017	55V2017	F	F	37	L	49.31506849
34N	2017	34N2017	F	F	38	L	47.94520548
1A3	2017	1A32017	F	F	39	L	46.57534247
1J7	2017	1J72017	F	F	40	L	45.20547945
2H3	2017	2H32017	F	F	41	L	43.83561644
3C3	2017	3C32017	F	F	42	L	42.46575342
61J	2017	61J2017	F	F	43	L	41.09589041
5K1	2017	5K12017	F	F	44	L	39.7260274
0K2	2017	0K22017	F	F	45	L	38.35616438
8E8	2017	8E82017	F	F	46	L	36.98630137
63V	2017	63V2017	F	F	47	L	35.61643836
7B7	2017	7B72017	F	F	48	L	34.24657534
4C2	2017	4C22017	F	F	49	L	32.87671233
36Z	2017	36Z2017	F	F	50	L	31.50684932
1L5	2017	1L52017	F	F	51	L	30.1369863
0A9	2017	0A92017	F	F	52	L	28.76712329
7J8	2017	7J82017	F	F	53	L	27.39726027
2J2	2017	2J22017	F	F	54	L	26.02739726
9I6	2017	9I62017	F	F	55	L	24.65753425
78T	2017	78T2017	F	F	56	L	23.28767123
68V	2017	68V2017	F	F	57	L	21.91780822
35N	2017	35N2017	F	F	58	L	20.54794521
29Z	2017	29Z2017	F	F	59	L	19.17808219
3E7	2017	3E72017	F	F	60	L	17.80821918
5G9	2017	5G92017	F	F	61	L	16.43835616
9A4	2017	9A42017	F	F	62	L	15.06849315
2L5	2017	2L52017	F	F	63	L	13.69863014
53E	2017	53E2017	F	F	64	L	12.32876712
9G3	2017	9G32017	F	F	65	L	10.95890411
28J	2017	28J2017	F	F	66	L	9.589041096
1H6	2017	1H62017	F	F	67	L	8.219178082
2A2	2017	2A22017	F	F	68	L	6.849315068
52P	2017	52P2017	F	F	69	L	5.479452055
2A5	2017	2A52017	F	F	70	L	4.109589041
1K5	2017	1K52017	F	F	71	L	2.739726027
8F3	2017	8F32017	F	F	72	L	1.369863014
28G	2017	28G2017	F	F	73	L	0
07D	2017	07D2017	F	M	1	H	100
43P	2017	43P2017	F	M	2	H	95.91836735
9D1	2017	9D12017	F	M	3	H	93.87755102
96B	2017	96B2017	F	M	4	H	91.83673469
4K3	2017	4K32017	F	M	5	H	89.79591837
6I9	2017	6I92017	F	M	6	H	87.75510204
9E5	2017	9E52017	F	M	7	H	85.71428571
3L1	2017	3L12017	F	M	8	H	83.67346939
8C0	2017	8C02017	F	M	9	H	81.63265306
7I5	2017	7I52017	F	M	10	M	79.59183673
12Z	2017	12Z2017	F	M	11	M	77.55102041
1J8	2017	1J82017	F	M	12	M	75.51020408
5G3	2017	5G32017	F	M	13	M	73.46938776
0L1	2017	0L12017	F	M	14	M	71.42857143
3L3	2017	3L32017	F	M	15	M	69.3877551
2J6	2017	2J62017	F	M	16	M	67.34693878
98K	2017	98K2017	F	M	17	M	65.30612245
9I0	2017	9I02017	F	M	18	M	63.26530612
04Z	2017	04Z2017	F	M	19	M	61.2244898
9F5	2017	9F52017	F	M	20	M	59.18367347
9H2	2017	9H22017	F	M	21	M	57.14285714
7G2	2017	7G22017	F	M	22	M	55.10204082
1J0	2017	1J02017	F	M	23	M	53.06122449
42T	2017	42T2017	F	M	24	M	51.02040816
8C2	2017	8C22017	F	M	25	L	48.97959184
1J2	2017	1J22017	F	M	26	L	46.93877551
5G7	2017	5G72017	F	M	27	L	44.89795918
5J5	2017	5J52017	F	M	28	L	42.85714286
7J6	2017	7J62017	F	M	29	L	40.81632653
7E1	2017	7E12017	F	M	30	L	38.7755102
3E4	2017	3E42017	F	M	31	L	36.73469388
18Z	2017	18Z2017	F	M	32	L	34.69387755
2C9	2017	2C92017	F	M	33	L	32.65306122
30V	2017	30V2017	F	M	34	L	30.6122449
9I6	2017	9I62017	F	M	35	L	28.57142857
2I0	2017	2I02017	F	M	36	L	26.53061224
2I4	2017	2I42017	F	M	37	L	24.48979592
8H0	2017	8H02017	F	M	38	L	22.44897959
7D7	2017	7D72017	F	M	39	L	20.40816327
6B2	2017	6B22017	F	M	40	L	18.36734694
61D	2017	61D2017	F	M	41	L	16.32653061
2I2	2017	2I22017	F	M	42	L	14.28571429
17K	2017	17K2017	F	M	43	L	12.24489796
17L	2017	17L2017	F	M	44	L	10.20408163
2D7	2017	2D72017	F	M	45	L	8.163265306
2L6	2017	2L62017	F	M	46	L	6.12244898
5B0	2017	5B02017	F	M	47	L	4.081632653
7H0	2017	7H02017	F	M	48	L	2.040816327
84J	2017	84J2017	F	M	49	L	0
5B6	2016	5B62016	HH	F	1	H	100
77S	2016	77S2016	HH	F	2	H	94.87179487
8K7	2016	8K72016	HH	F	3	H	92.30769231
62S	2016	62S2016	HH	F	4	H	89.74358974
0G3	2016	0G32016	HH	F	5	H	87.17948718
2C0	2016	2C02016	HH	F	6	H	84.61538462
0B9	2016	0B92016	HH	F	7	H	82.05128205
6H6	2016	6H62016	HH	F	8	M	79.48717949
48V	2016	48V2016	HH	F	9	M	76.92307692
7E3	2016	7E32016	HH	F	10	M	74.35897436
22H	2016	22H2016	HH	F	11	M	71.79487179
20S	2016	20S2016	HH	F	12	M	69.23076923
4J3	2016	4J32016	HH	F	13	M	66.66666667
2E8	2016	2E82016	HH	F	14	M	64.1025641
4J6	2016	4J62016	HH	F	15	M	61.53846154
0M2	2016	0M22016	HH	F	16	M	58.97435897
9I5	2016	9I52016	HH	F	17	M	56.41025641
16S	2016	16S2016	HH	F	18	M	53.84615385
7L7	2016	7L72016	HH	F	19	M	51.28205128
8E2	2016	8E22016	HH	F	20	L	48.71794872
6B4	2016	6B42016	HH	F	21	L	46.15384615
80S	2016	80S2016	HH	F	22	L	43.58974359
94S	2016	94S2016	HH	F	23	L	41.02564103
3A9	2016	3A92016	HH	F	24	L	38.46153846
03Z	2016	03Z2016	HH	F	25	L	35.8974359
7L0	2016	7L02016	HH	F	26	L	33.33333333
4I9	2016	4I92016	HH	F	27	L	30.76923077
65Z	2016	65Z2016	HH	F	28	L	28.20512821
5J6	2016	5J62016	HH	F	29	L	25.64102564
55R	2016	55R2016	HH	F	30	L	23.07692308
9I7	2016	9I72016	HH	F	31	L	20.51282051
V80	2016	V802016	HH	F	32	L	17.94871795
56R	2016	56R2016	HH	F	33	L	15.38461538
2E9	2016	2E92016	HH	F	34	L	12.82051282
4L8	2016	4L82016	HH	F	35	L	10.25641026
36O	2016	36O2016	HH	F	36	L	7.692307692
7E0	2016	7E02016	HH	F	37	L	5.128205128
2C7	2016	2C72016	HH	F	38	L	2.564102564
5I9	2016	5I92016	HH	F	39	L	0
94O	2016	94O2016	HH	M	1	H	100
43N	2016	43N2016	HH	M	2	H	88.88888889
1B7	2016	1B72016	HH	M	3	H	83.33333333
41N	2016	41N2016	HH	M	4	M	77.77777778
4J0	2016	4J02016	HH	M	5	M	72.22222222
6I4	2016	6I42016	HH	M	6	M	66.66666667
50P	2016	50P2016	HH	M	7	M	61.11111111
3L6	2016	3L62016	HH	M	8	M	55.55555556
3L5	2016	3L52016	HH	M	9	M	50
4C6	2016	4C62016	HH	M	10	L	44.44444444
49Z	2016	49Z2016	HH	M	11	L	38.88888889
3A6	2016	3A62016	HH	M	12	L	33.33333333
8L6	2016	8L62016	HH	M	13	L	27.77777778
0K1	2016	0K12016	HH	M	14	L	22.22222222
5H7	2016	5H72016	HH	M	15	L	16.66666667
9C6	2016	9C62016	HH	M	16	L	11.11111111
1G8	2016	1G82016	HH	M	17	L	5.555555556
60T	2016	60T2016	HH	M	18	L	0
94H	2017	94H2017	KK	M	1	H	100
56K	2017	56K2017	KK	M	2	H	0.92
16R	2017	16R2017	KK	M	3	H	0.88
27N	2017	27N2017	KK	M	4	H	0.84
27J	2017	27J2017	KK	M	5	H	0.8
99L	2017	99L2017	KK	M	6	M	0.76
46Z	2017	46Z2017	KK	M	7	M	0.72
73Z	2017	73Z2017	KK	M	8	M	0.68
51J	2017	51J2017	KK	M	9	M	0.64
97Z	2017	97Z2017	KK	M	10	M	0.6
64S	2017	64S2017	KK	M	11	M	0.56
98Z	2017	98Z2017	KK	M	12	M	0.52
11Z	2017	11Z2017	KK	M	13	L	0.48
6A9	2017	6A92017	KK	M	14	L	0.44
1M8	2017	1M82017	KK	M	15	L	0.4
2M4	2017	2M42017	KK	M	16	L	0.36
3M3	2017	3M32017	KK	M	17	L	0.32
6L3	2017	6L32017	KK	M	18	L	0.28
6L4	2017	6L42017	KK	M	19	L	0.24
4M0	2017	4M02017	KK	M	20	L	0.2
5J3	2017	5J32017	KK	M	21	L	0.16
5K0	2017	5K02017	KK	M	22	L	0.12
8C9	2017	8C92017	KK	M	23	L	0.08
9F9	2017	9F92017	KK	M	24	L	0.04
9H9	2017	9H92017	KK	M	25	L	0
5H4	2017	5H42017	KK	F	1	H	100
8L3	2017	8L32017	KK	F	2	H	0.958333333
24V	2017	24V2017	KK	F	3	H	0.9375
62R	2017	62R2017	KK	F	4	H	0.916666667
2J7	2017	2J72017	KK	F	5	H	0.895833333
2C3	2017	2C32017	KK	F	7	H	0.854166667
0M6	2017	0M62017	KK	F	11	H	0.770833333
0K8	2017	0K82017	KK	F	13	H	0.729166667
76J	2017	76J2017	KK	F	9	H	0.8125
4D8	2017	4D82017	KK	F	10	M	0.791666667
4F1	2017	4F12017	KK	F	8	M	0.833333333
1E2	2017	1E22017	KK	F	6	M	0.875
9N6	2017	9N62017	KK	F	14	M	0.708333333
7J7	2017	7J72017	KK	F	12	M	0.75
86Z	2017	86Z2017	KK	F	15	M	0.6875
60R	2017	60R2017	KK	F	16	M	0.666666667
6K6	2017	6K62017	KK	F	17	M	0.645833333
6D6	2017	6D62017	KK	F	18	M	0.625
3F7	2017	3F72017	KK	F	19	M	0.604166667
6C2	2017	6C22017	KK	F	20	M	0.583333333
7I8	2017	7I82017	KK	F	21	M	0.5625
2C4	2017	2C42017	KK	F	22	M	0.541666667
6D9	2017	6D92017	KK	F	23	M	0.520833333
6M7	2017	6M72017	KK	F	24	M	0.5
83Z	2017	83Z2017	KK	F	25	L	0.479166667
8I9	2017	8I92017	KK	F	26	L	0.458333333
3F5	2017	3F52017	KK	F	27	L	0.4375
9I8	2017	9I82017	KK	F	28	L	0.416666667
2F2	2017	2F22017	KK	F	29	L	0.395833333
44V	2017	44V2017	KK	F	30	L	0.375
1C7	2017	1C72017	KK	F	31	L	0.354166667
4M9	2017	4M92017	KK	F	32	L	0.333333333
37V	2017	37V2017	KK	F	33	L	0.3125
6L1	2017	6L12017	KK	F	34	L	0.291666667
93O	2017	93O2017	KK	F	35	L	0.270833333
6D4	2017	6D42017	KK	F	36	L	0.25
9H9	2017	9H92017	KK	F	37	L	0.229166667
3G3	2017	3G32017	KK	F	38	L	0.208333333
51V	2017	51V2017	KK	F	39	L	0.1875
55J	2017	55J2017	KK	F	40	L	0.166666667
0J5	2017	0J52017	KK	F	41	L	0.145833333
25P	2017	25P2017	KK	F	42	L	0.125
49V	2017	49V2017	KK	F	43	L	0.104166667
7F0	2017	7F02017	KK	F	44	L	0.083333333
5M5	2017	5M52017	KK	F	45	L	0.0625
9L9	2017	9L92017	KK	F	46	L	0.041666667
1C5	2017	1C52017	KK	F	47	L	0.020833333
1L1	2017	1L12017	KK	F	48	L	0
14E	2017	14E2017	V	F	1	H	100
0M4	2017	0M42017	V	F	2	H	0.958333333
